show_id,type_id,title,date_added,release_year,rating_id,duration,description
170,0,The Last Boy Scout,"August 1, 2021",1991,5,105 min,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.
171,0,The Lincoln Lawyer,"August 1, 2021",2011,5,118 min,A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.
172,0,The Losers,"August 1, 2021",2010,4,97 min,"After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score."
173,0,The Machinist,"August 1, 2021",2004,5,102 min,"Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events."
174,0,The Net,"August 1, 2021",1995,4,114 min,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name."
175,0,The Original Kings of Comedy,"August 1, 2021",2000,5,111 min,"Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee."
176,0,Valentine's Day,"August 1, 2021",2010,4,125 min,The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.
177,0,Flower Girl,"July 29, 2021",2013,9,94 min,"When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor."
178,0,Bartkowiak,"July 28, 2021",2021,8,92 min,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident."
179,1,The Flash,"July 28, 2021",2021,6,7 Seasons,A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.
180,0,Department,"July 27, 2021",2012,8,143 min,"Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light."
181,0,The Operative,"July 27, 2021",2019,8,117 min,"Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on."
182,0,Django Unchained,"July 24, 2021",2012,5,165 min,"Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner."
183,0,A Second Chance:  Rivals!,"July 23, 2021",2021,3,91 min,"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team."
184,0,The Last Letter From Your Lover,"July 23, 2021",2021,8,111 min,"After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own."
185,0,Chhota Bheem And The Broken Amulet,"July 22, 2021",2013,11,64 min,"When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain."
186,0,Chhota Bheem aur Krishna,"July 22, 2021",2009,11,68 min,"Centuries after the end of a conqueror's rule, he is mysteriously back from the dead. It’s up to Bheem to save Dholakpur from being taken over!"
187,0,Cousins,"July 22, 2021",2021,8,99 min,"Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other."
188,0,Sanitation Day,"July 21, 2021",2020,6,105 min,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.
189,0,Milkwater,"July 20, 2021",2020,8,102 min,Aimless 20-something Milo impulsively becomes a gay man’s surrogate and wrestles with the emotional complexities of her non-traditional decision.
190,0,The Tambour of Retribution,"July 19, 2021",2021,6,91 min,"In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society."
191,0,Cosmic Sin,"July 17, 2021",2021,5,88 min,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet."
192,0,Deep,"July 16, 2021",2021,8,101 min,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.
193,0,The Beguiled,"July 16, 2021",2017,5,94 min,"During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting."
194,0,The Book of Henry,"July 16, 2021",2017,4,105 min,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings."
195,0,The Twilight Saga: Breaking Dawn: Part 1,"July 16, 2021",2011,4,117 min,"After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions."
196,0,The Twilight Saga: Breaking Dawn: Part 2,"July 16, 2021",2012,4,115 min,"In the epic series' final chapter, Bella and Edward's newborn daughter forces the couple into a life-altering confrontation with the Volturi."
197,0,The Twilight Saga: Eclipse,"July 16, 2021",2010,4,124 min,"With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob."
198,0,The Twilight Saga: New Moon,"July 16, 2021",2009,4,131 min,"Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black."
199,0,Twilight,"July 16, 2021",2008,4,122 min,"When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire."
200,0,A Perfect Fit,"July 15, 2021",2021,9,113 min,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé."
201,0,Surf's Up,"July 15, 2021",2007,3,86 min,This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.
202,0,A Classic Horror Story,"July 14, 2021",2021,8,95 min,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive."
203,0,American Woman,"July 13, 2021",2019,8,87 min,"In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears."
204,0,American Ultra,"July 10, 2021",2015,5,96 min,"He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back."
205,0,Ratchet and Clank,"July 9, 2021",2016,3,94 min,Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.
206,0,Back to Q82,"July 8, 2021",2017,6,104 min,"Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows."
207,0,Home Again,"July 8, 2021",2017,4,97 min,"A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life."
208,0,Midnight Sun,"July 8, 2021",2018,4,91 min,"Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms."
209,0,Rock the Kasbah,"July 8, 2021",2015,5,106 min,"When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents."
210,0,Brick Mansions,"July 7, 2021",2014,4,90 min,An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.
211,0,Tango With Me,"July 7, 2021",2010,6,104 min,A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.
212,1,The Mire,"July 7, 2021",2021,8,2 Seasons,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious."
213,0,This Little Love Of Mine,"July 7, 2021",2021,7,92 min,A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.
214,0,A Land Imagined,"July 6, 2021",2019,8,95 min,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
215,0,Har Kisse Ke Hisse: Kaamyaab,"July 6, 2021",2020,6,105 min,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking."
216,0,Rehmataan,"July 6, 2021",2012,6,116 min,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world."
217,0,Return of the Prodigal Son,"July 6, 2021",1976,8,124 min,"Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations."
218,0,Rise: Ini Kalilah,"July 6, 2021",2018,9,101 min,"Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event."
219,0,Si Doel the Movie 2,"July 6, 2021",2019,7,95 min,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go."
220,0,Truckbhar Swapna,"July 6, 2021",2018,6,128 min,A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
